age,sex,zagran_passport,driver_license,credit_sum,family_status,children_dependents,work_experience,income,additional_income,additional_income_type,car_price,from
42,1,0,1,996,2,0,13,154,17,6,0,37
74,2,0,0,370,1,3,10,191,25,8,0,21
32,2,0,1,0,1,2,6,64,19,9,0,3
40,1,1,0,0,1,1,13,62,51,7,0,47
38,1,0,1,661,3,0,6,35,1,2,540,28
47,2,0,1,0,3,1,16,96,90,5,0,19
34,2,0,0,666,2,0,2,88,5,6,0,34
51,2,1,1,4109,1,2,32,82,47,7,3999,17
61,2,1,0,0,1,1,20,53,4,7,0,26
33,1,0,0,556,3,2,13,121,52,2,0,49
38,2,1,1,0,1,3,18,77,89,2,5478,19
71,1,0,1,369,1,0,46,23,23,6,0,37
74,2,1,0,328,3,2,52,110,30,8,0,4
73,2,1,0,337,1,0,20,33,11,6,0,38
38,2,0,1,1000,2,0,14,31,37,8,0,38
36,1,1,1,317,1,1,1,35,29,9,960,8
30,2,0,0,456,2,0,7,84,39,8,0,4
25,1,1,0,708,1,3,4,160,56,8,0,1
55,1,1,1,468,1,0,6,60,9,3,0,43
52,2,0,0,856,3,1,9,110,38,8,0,6
60,2,0,1,903,2,0,21,90,15,4,3465,15
77,1,0,1,151,4,1,25,92,32,7,2852,44
43,1,0,1,753,2,0,2,145,44,7,6048,47
46,2,1,1,3190,1,2,2,82,51,7,3857,17
35,2,1,0,788,1,2,5,185,97,8,0,24
32,1,1,0,732,2,0,10,93,91,3,0,19
38,1,0,1,0,3,0,14,92,4,8,2592,10
36,1,1,0,369,4,1,16,114,20,5,0,51
68,1,0,1,905,1,1,28,160,15,8,4550,26
80,1,0,0,160,1,0,52,115,32,8,0,22
27,2,0,0,781,4,1,3,34,6,2,0,14
28,1,1,1,0,1,1,7,117,37,2,5082,29
71,2,1,1,620,1,3,26,99,39,6,0,23
61,1,0,0,791,3,0,11,81,35,9,0,31
21,2,0,1,857,2,0,0,103,31,9,0,10
55,1,1,1,588,1,0,33,90,81,3,0,15
78,2,0,0,485,1,1,33,62,64,8,0,13
20,1,1,1,2916,4,1,0,37,54,4,2002,12
52,2,0,0,3513,1,3,5,45,11,2,0,38
79,1,1,0,558,2,0,48,199,66,7,0,2
43,2,1,0,0,2,0,24,122,30,3,0,14
72,2,0,0,3917,4,0,0,40,45,2,0,8
59,1,1,0,3278,2,0,21,62,91,1,0,20
28,2,1,1,635,4,2,7,496,69,1,12430,17
52,2,0,0,630,1,3,17,189,51,9,0,30
34,2,0,1,330,1,2,11,95,14,7,0,22
68,1,0,1,531,1,1,42,153,71,9,4704,45
43,2,0,0,334,1,1,2,79,52,1,0,4
37,2,0,0,853,2,0,10,74,21,8,0,4
38,1,1,0,399,1,0,15,129,93,8,0,18
80,1,1,1,0,2,0,59,115,21,1,4352,49
39,1,1,1,81,4,0,6,188,86,9,0,0
25,1,1,0,713,2,0,1,78,94,9,0,34
76,2,0,1,942,1,3,41,160,48,1,0,16
43,2,1,0,0,1,3,3,197,43,4,0,17
19,1,0,1,517,1,3,0,39,28,3,2010,15
86,1,0,0,460,1,2,57,68,6,7,0,4
46,1,0,0,864,3,0,20,73,47,3,0,45
46,2,0,1,392,1,3,12,76,8,1,3024,9
72,2,0,1,0,2,1,24,87,30,4,3744,48
76,2,1,1,0,1,1,22,198,7,9,4715,16
57,1,0,0,862,1,1,34,186,14,5,0,7
29,1,1,1,719,2,0,7,182,63,3,0,43
75,1,1,0,191,3,1,30,167,61,3,0,21
38,1,0,0,872,2,0,14,98,3,3,0,10
46,2,0,0,317,1,0,8,84,37,2,0,43
76,1,0,0,735,1,1,54,66,7,8,0,17
86,1,0,1,564,2,0,63,153,9,8,0,36
68,2,0,0,1679,3,3,5,584,40,7,0,3
43,2,0,1,758,2,0,6,119,19,6,3450,18
65,1,1,0,937,1,0,7,96,96,4,0,27
61,1,0,0,185,1,2,5,21,48,2,0,10
75,2,0,1,249,1,0,34,150,18,9,0,42
40,2,1,0,793,2,0,12,23,40,9,0,47
64,1,0,1,234,4,1,5,51,52,8,2369,51
30,2,0,0,886,2,0,3,58,20,4,0,28
87,1,0,0,313,1,1,1,162,65,6,0,20
37,2,0,1,226,1,1,0,188,71,6,9324,6
40,2,0,0,718,2,0,20,94,36,3,0,41
69,2,1,1,1708,1,0,17,99,41,2,3080,47
51,2,0,1,942,1,3,21,192,1,3,4439,6
41,1,0,1,465,3,0,14,37,54,3,1638,6
45,2,0,1,802,2,0,18,35,5,5,920,11
37,2,0,0,369,1,0,6,72,35,3,0,18
49,2,0,1,153,1,0,28,166,9,9,2450,25
26,2,1,1,0,1,2,2,75,33,2,3132,18
87,1,0,1,730,1,0,12,174,26,2,3800,29
27,2,0,1,199,1,3,7,75,32,7,0,5
83,2,0,0,155,1,0,44,143,24,5,0,30
81,1,0,1,1314,4,0,43,78,17,2,1710,20
55,2,0,0,269,4,3,30,199,26,8,0,9
27,2,1,0,169,2,0,8,39,55,5,0,7
30,1,1,1,731,1,1,6,53,34,4,0,20
49,2,0,1,4092,1,1,10,65,10,1,1725,51
61,2,1,1,1214,2,0,38,65,36,3,0,43
42,1,0,0,54,2,0,13,25,86,2,0,25
42,2,1,1,937,1,3,1,180,55,2,5640,46
39,1,0,0,1065,1,2,9,172,51,4,0,39
64,2,0,1,903,3,3,16,36,37,1,0,48
24,1,0,0,431,3,2,5,145,60,6,0,12
57,2,0,1,523,1,2,35,182,18,7,7000,36
35,1,1,0,983,1,1,1,64,31,9,0,32
57,2,0,0,670,1,2,13,159,15,6,0,28
62,2,1,1,380,2,0,6,66,19,8,0,44
55,2,0,1,956,1,1,23,72,41,6,2712,42
68,2,1,1,138,4,0,47,185,76,9,7830,35
45,2,0,1,2172,3,0,12,95,45,9,2520,29
70,2,1,0,624,4,1,20,80,16,4,0,32
84,1,0,0,657,2,0,55,120,11,6,0,8
77,1,1,0,3561,2,0,4,81,30,5,0,18
21,2,1,1,736,2,0,1,78,9,3,0,8
23,2,1,1,270,2,1,2,122,33,9,0,42
41,1,1,1,0,1,2,5,66,9,1,0,34
64,1,1,1,650,1,2,9,41,22,1,0,12
69,1,1,0,3421,2,0,31,68,20,1,0,12
60,2,1,0,805,1,2,4,170,2,8,0,26
33,2,1,1,923,2,0,7,129,21,1,4350,50
64,1,1,0,3774,1,1,0,81,52,7,0,15
45,2,0,0,0,1,0,7,67,31,4,0,10
19,2,1,1,0,2,0,0,57,35,1,2208,41
53,1,1,0,0,2,0,16,119,14,7,0,11
44,1,0,0,434,1,1,12,48,53,1,0,34
71,1,1,0,0,2,1,46,107,30,6,0,17
45,2,0,0,668,4,1,17,101,25,5,0,49
75,2,0,0,257,1,1,34,65,8,3,0,0
54,2,0,1,953,3,1,10,82,72,2,2464,44
78,2,1,0,209,4,2,4,107,4,4,0,6
27,2,0,1,950,2,0,0,92,37,2,1806,19
36,2,0,1,384,1,0,3,47,37,4,1848,50
71,2,0,1,0,2,0,11,47,352,9,6783,28
36,2,1,1,4187,2,0,5,73,21,9,0,3
48,2,0,1,206,4,2,9,150,56,8,0,42
36,2,1,0,2557,2,0,4,83,11,7,0,46
19,1,0,1,989,1,1,0,49,6,3,1210,40
59,2,0,0,187,3,1,13,136,3,7,0,50
34,1,1,1,579,3,0,9,72,45,2,2106,5
37,1,0,1,233,4,2,3,78,29,5,2140,2
28,2,0,1,658,1,0,0,21,41,3,806,43
61,2,1,1,431,1,2,5,57,16,8,0,46
35,1,1,0,0,1,1,5,116,9,9,0,14
44,2,0,0,2304,1,2,4,63,5,1,0,22
29,2,0,1,874,3,3,6,74,26,1,2200,1
80,1,1,1,942,2,0,6,39,15,8,0,44
27,1,0,0,0,1,0,2,159,43,7,0,38
52,2,1,1,78,3,1,4,120,16,3,3128,31
67,2,1,1,541,4,2,18,158,41,3,6567,8
57,1,0,1,4046,3,1,26,99,8,9,0,40
37,1,1,1,3425,1,0,2,71,25,3,3072,3
62,1,1,1,646,1,3,24,78,81,3,0,44
62,2,1,0,1474,4,1,43,115,50,1,0,38
53,2,0,0,3064,1,1,23,28,41,4,0,51
28,2,0,1,3133,1,0,9,78,53,5,0,16
25,1,0,1,0,4,1,6,197,44,2,0,38
52,1,0,1,984,3,2,26,664,7,1,0,37
36,1,0,1,565,3,0,15,58,20,7,0,23
57,2,1,0,124,2,0,11,62,24,2,0,28
37,2,0,0,400,1,1,12,115,45,2,0,43
57,2,0,1,0,1,1,13,71,60,1,0,4
37,2,0,1,90,3,0,6,191,0,3,4011,15
66,2,0,1,894,4,1,37,191,23,2,0,31
35,1,0,1,0,1,1,13,67,86,3,5202,6
80,2,0,0,0,2,0,2,404,65,3,0,11
67,2,0,1,981,1,2,27,185,35,5,0,41
78,1,0,0,66,3,1,45,86,29,6,0,45
25,2,1,1,311,2,0,6,32,35,5,1943,22
23,2,1,0,504,1,2,0,151,3,9,0,42
79,2,0,0,851,3,3,54,49,98,5,0,29
71,1,0,0,2700,2,0,23,171,7,1,0,8
79,2,1,1,451,1,1,55,42,3,1,1530,32
73,1,0,1,231,1,1,44,26,10,5,0,25
34,2,1,0,602,3,2,4,59,38,2,0,24
70,1,1,0,205,1,0,45,37,38,7,0,35
57,1,0,1,629,2,0,29,76,95,7,4617,46
38,2,0,0,3808,1,1,6,80,56,7,0,29
38,2,0,1,4008,1,0,5,73,2,5,0,46
39,2,0,1,681,1,3,20,59,8,3,1139,14
38,2,0,1,0,4,1,19,20,15,5,0,1
41,2,1,0,115,4,3,7,68,37,8,0,3
35,1,1,1,813,1,2,14,158,11,2,4225,18
24,1,0,1,321,1,3,5,68,24,6,3312,46
61,2,0,1,410,1,3,8,169,8,6,4248,23
33,1,1,1,866,3,0,4,65,55,4,0,35
37,1,0,0,202,2,0,17,82,33,4,0,9
47,1,1,1,708,1,0,18,59,15,2,2294,47
38,2,1,0,816,1,1,5,147,19,3,0,46
54,2,0,1,3353,1,0,19,160,15,1,0,49
35,1,1,1,206,1,1,1,69,35,5,0,16
19,2,0,0,972,4,3,0,33,37,4,0,50
77,2,1,0,395,1,1,13,85,89,5,0,17
28,2,1,0,4099,1,0,9,28,43,3,0,33
38,2,1,1,521,1,0,6,174,2,9,0,29
76,2,1,0,0,2,0,22,188,12,8,0,0
44,2,1,1,984,2,0,12,62,91,2,0,19
56,1,1,0,4258,3,1,0,85,74,5,0,41
74,1,0,1,522,1,1,38,133,82,1,3225,26
34,2,0,0,73,2,0,13,159,23,7,0,37
57,2,1,0,168,2,0,1,146,83,1,0,30
56,1,1,0,560,1,0,12,60,16,7,0,45
39,1,0,1,948,2,0,0,145,0,2,4785,44
28,2,0,0,516,4,2,6,52,94,5,0,5
59,1,0,1,282,1,3,15,200,3,6,7105,8
73,1,0,1,706,4,3,19,49,35,7,0,5
43,2,1,1,870,3,2,7,119,57,1,0,31
65,1,1,0,0,1,1,24,277,70,2,0,47
57,2,0,1,232,1,2,1,98,38,3,0,40
72,2,1,1,0,4,0,49,108,79,6,0,7
18,2,0,1,803,1,1,0,46,81,4,3175,48
50,1,1,1,3916,2,0,1,43,36,5,1659,8
57,2,1,1,184,1,1,4,130,35,8,0,45
37,2,0,1,889,1,0,2,39,41,6,0,17
80,2,0,1,0,1,0,18,75,2,4,0,40
53,2,1,1,0,1,1,33,77,7,1,0,2
25,2,0,1,650,1,1,6,29,46,6,0,36
55,2,1,0,755,1,1,14,135,28,5,0,38
58,2,0,1,279,2,0,15,178,40,4,6104,17
30,2,1,0,821,1,1,4,132,26,6,0,27
51,1,1,1,101,1,1,1,45,22,6,0,36
46,1,1,1,795,1,3,19,45,3,8,0,48
54,1,0,1,0,2,0,34,191,42,2,0,40
77,2,0,1,615,1,3,36,60,64,3,1860,18
20,2,0,1,0,1,3,1,69,43,9,0,2
28,2,1,1,537,1,2,1,183,37,4,7260,3
46,1,1,1,86,1,2,2,59,34,3,0,20
31,2,1,0,597,1,2,10,98,95,2,0,15
35,2,1,1,922,1,1,5,172,6,1,4094,5
46,2,1,0,984,3,0,26,175,23,1,0,51
43,2,1,0,651,1,1,5,58,36,3,0,21
27,1,1,0,686,1,1,8,144,27,9,0,24
29,2,0,1,673,1,2,6,195,11,3,5356,20
40,2,0,1,465,1,1,16,102,72,7,0,28
48,1,1,0,0,1,1,12,115,44,9,0,11
71,2,1,0,1918,1,2,15,79,42,7,0,30
57,1,1,0,237,1,3,30,153,28,6,0,21
21,2,1,0,908,2,0,2,126,58,7,0,34
66,2,0,0,850,1,2,36,118,84,6,0,22
79,2,0,1,986,4,0,30,59,10,9,0,17
53,2,0,1,1805,1,0,10,89,22,7,1887,48
69,1,0,0,572,1,1,4,130,34,6,0,1
41,2,0,1,693,3,1,17,24,8,1,0,44
55,2,0,1,0,1,1,10,842,94,4,22464,42
61,1,0,1,708,1,1,26,25,45,7,0,21
40,2,0,0,762,4,1,18,79,3,6,0,27
39,2,1,1,869,1,1,18,89,16,2,1785,25
78,2,0,1,81,1,3,0,93,20,6,0,17
83,2,0,0,196,1,2,17,193,35,8,0,24
60,1,1,0,0,2,0,39,114,4,2,0,35
63,2,0,1,876,2,0,32,124,74,9,0,29
33,1,0,0,2783,2,0,0,59,27,4,0,1
39,1,0,0,4844,1,3,14,46,43,4,0,8
59,2,0,1,3118,1,1,28,126,4,9,1950,36
47,1,1,1,932,3,2,11,47,22,2,0,1
27,1,0,1,0,1,2,3,86,30,3,2900,50
59,2,0,1,177,2,0,7,59,41,5,0,48
58,1,1,1,441,1,0,2,79,28,6,2889,28
72,2,1,1,137,1,2,42,105,58,2,2119,3
36,1,1,1,4626,1,0,13,27,27,5,1080,8
35,2,0,0,586,1,0,11,49,6,1,0,49
70,2,1,0,0,2,0,28,88,15,7,0,1
49,1,0,1,826,1,0,12,49,4,2,0,36
50,1,1,1,579,1,0,18,108,20,7,0,23
54,1,1,1,891,1,3,25,110,33,1,0,21
76,2,0,1,0,2,0,2,175,63,8,6902,45
31,1,1,1,940,3,2,6,33,9,3,0,51
58,2,0,0,826,2,0,16,76,49,4,0,1
50,2,1,0,542,3,3,5,151,15,9,0,13
74,2,0,1,580,1,1,14,73,79,8,5016,51
69,1,1,1,0,1,3,30,82,41,7,3075,43
58,1,0,1,761,2,0,24,86,39,7,0,9
45,1,1,1,310,2,0,19,160,62,6,6882,34
49,2,0,0,581,1,0,23,50,4,6,0,9
68,1,1,0,340,1,3,27,58,33,5,0,39
37,1,0,1,420,2,0,17,153,14,5,0,18
58,2,1,1,426,2,0,34,106,99,3,7380,2
39,2,0,1,0,2,0,5,36,31,5,0,25
49,1,1,0,386,1,2,26,49,16,3,0,25
18,1,0,0,1603,1,1,0,167,38,6,0,27
28,2,0,0,3202,2,0,5,196,52,5,0,16
33,1,1,0,430,1,1,11,43,31,6,0,51
36,1,0,1,394,1,3,15,161,8,9,0,21
34,2,0,0,0,4,2,3,39,54,3,0,29
57,2,0,1,0,1,1,33,37,57,1,1974,10
62,2,0,0,0,3,1,11,27,51,3,0,33
48,2,0,0,0,1,1,19,20,0,9,0,12
39,1,0,0,0,1,1,5,92,45,5,0,51
63,2,0,1,910,1,2,34,34,11,6,0,8
24,2,0,0,493,4,0,3,182,32,4,0,25
22,1,1,0,398,1,1,2,189,2,9,0,43
89,1,1,1,982,2,0,22,158,40,2,0,31
40,1,1,1,947,1,1,18,90,41,4,0,47
61,2,0,0,625,1,2,21,130,39,3,0,47
55,2,1,0,341,1,3,15,109,68,5,0,15
41,1,1,1,587,2,0,9,36,56,6,1840,48
19,2,0,0,4060,4,1,0,162,19,8,0,37
78,2,0,0,691,3,1,21,87,89,2,0,2
80,2,1,1,218,1,1,51,58,11,8,0,47
44,2,0,1,0,1,3,19,44,3,9,1551,49
73,1,1,0,598,1,2,22,154,3,4,0,7
20,1,0,1,584,2,0,1,65,12,5,1309,6
45,2,1,1,0,1,3,7,161,8,3,3042,21
76,1,0,0,218,2,0,49,89,96,2,0,11
30,2,0,1,315,1,1,8,80,70,4,0,22
41,2,1,1,228,2,0,15,52,0,7,1768,29
88,2,1,0,530,1,3,22,144,31,4,0,44
33,2,0,1,223,2,0,13,185,25,9,0,22
33,2,1,1,250,4,2,5,187,42,6,0,36
42,2,0,0,1278,2,0,3,130,38,6,0,23
68,2,0,0,355,1,0,8,40,0,7,0,1
46,1,1,1,441,4,1,12,144,66,1,4830,16
82,2,1,0,661,1,2,32,191,42,3,0,47
76,1,1,1,0,3,3,20,127,45,8,3612,31
36,2,0,0,291,1,3,11,68,39,3,0,30
48,1,0,1,935,2,1,11,995,64,7,0,38
76,1,0,0,866,1,0,52,191,23,8,0,36
49,2,0,1,2689,1,2,18,66,5,3,2343,12
58,2,1,1,0,2,0,28,70,34,9,0,37
38,2,0,1,0,3,0,2,69,22,4,1456,30
48,1,1,1,343,1,0,22,45,40,3,2465,27
73,1,0,0,0,1,2,6,127,62,5,0,28
47,2,1,1,511,2,0,4,31,28,1,767,41
50,2,0,1,0,1,3,17,68,53,5,4114,26
50,1,0,1,621,1,1,3,65,0,7,0,16
47,2,0,1,0,1,0,19,62,79,2,0,33
79,2,0,0,625,1,1,25,195,19,7,0,11
34,1,0,0,342,1,3,8,39,2,7,0,6
72,2,1,0,62,1,0,43,80,43,9,0,19
48,2,0,1,442,2,0,0,277,42,4,0,32
42,2,1,0,914,1,3,3,111,16,9,0,2
33,2,0,1,2841,4,1,2,60,27,7,0,47
35,1,0,0,812,2,0,14,96,85,6,0,1
41,2,1,0,315,3,3,9,29,17,5,0,47
76,2,0,1,441,1,1,26,127,40,9,2505,18
78,1,1,0,0,2,0,51,99,40,1,0,46
49,1,1,0,316,4,1,2,141,11,4,0,17
27,1,0,0,689,4,0,8,76,16,5,0,19
30,1,1,0,499,1,2,3,34,464,8,0,9
46,1,1,1,0,1,2,22,31,26,8,798,6
47,1,0,0,358,2,0,3,89,35,9,0,27
70,1,1,1,628,1,0,5,36,39,5,0,14
61,2,0,1,151,2,0,5,152,33,6,0,47
49,1,1,1,745,1,1,7,112,18,5,0,40
24,2,1,0,263,1,2,1,192,4,6,0,17
72,2,0,0,662,1,3,4,186,691,4,0,20
25,1,0,1,445,3,1,2,56,25,6,2916,11
74,2,0,1,712,3,0,28,125,97,2,0,38
82,1,1,0,942,1,2,14,43,3,9,0,2
83,2,0,1,810,2,0,7,28,19,7,0,32
75,2,1,1,658,3,1,25,107,40,3,3969,48
27,1,0,1,161,3,0,7,95,24,8,0,47
71,2,0,0,431,2,0,1,156,20,7,0,28
60,1,0,1,310,3,1,40,87,74,9,3059,25
18,2,1,1,260,3,0,0,184,3,8,5049,23
80,1,0,0,241,1,0,18,64,43,4,0,24
30,2,0,1,0,2,0,11,135,23,5,0,7
60,1,0,1,563,1,3,25,88,18,5,0,26
29,2,0,0,868,2,0,4,103,12,2,0,4
23,1,0,1,374,1,0,1,63,34,5,2619,1
45,1,0,1,706,3,1,6,74,22,2,2400,2
29,1,1,1,675,1,3,9,49,5,3,0,43
39,1,0,1,4528,2,0,3,68,72,8,0,41
39,1,0,1,1982,2,0,14,159,45,1,0,51
48,2,0,1,308,2,0,24,21,42,9,0,35
51,1,1,0,779,2,0,14,64,9,9,0,19
47,2,0,0,0,2,0,17,93,35,1,0,38
79,1,1,1,0,1,1,35,195,6,7,3618,21
47,1,1,0,337,2,0,13,40,79,7,0,8
48,1,0,1,192,1,3,2,61,3,5,0,0
78,2,0,1,356,1,0,28,73,15,6,0,20
20,1,0,1,742,1,0,0,39,37,2,1444,46
42,1,1,1,929,1,1,8,110,18,9,0,6
64,2,1,1,0,1,2,20,52,95,4,3969,10
50,2,1,1,583,2,0,10,69,31,8,1400,8
35,1,1,1,0,1,0,3,195,4,9,7164,51
47,2,0,0,735,3,0,26,21,19,6,0,33
24,2,1,0,969,1,3,5,64,51,2,0,15
64,1,1,1,0,2,0,40,159,9,4,2016,17
53,1,0,0,451,1,3,5,94,55,8,0,10
59,2,0,1,1836,2,0,24,60,35,7,1995,7
33,1,1,0,183,1,2,10,74,74,3,0,34
20,1,0,1,0,2,0,1,165,52,1,0,8
48,1,1,0,485,1,0,24,171,35,2,0,21
19,1,1,0,2479,1,3,0,133,33,5,0,14
63,1,0,1,2870,1,0,14,136,20,1,0,50
44,2,0,0,441,1,1,9,148,26,4,0,45
30,2,0,0,636,2,0,11,65,4,3,0,23
65,1,1,1,502,1,2,0,73,8,9,0,26
64,1,0,0,0,1,1,29,173,18,1,0,21
77,1,1,1,125,1,0,23,79,6,6,0,15
48,1,0,1,916,1,1,14,108,2,7,3300,43
32,1,0,0,880,2,0,2,35,616,2,0,10
32,1,0,0,230,1,1,8,124,13,8,0,31
35,1,0,1,190,1,1,8,169,58,5,0,35
45,2,1,0,0,4,3,4,42,18,2,0,6
67,1,0,1,0,2,0,18,35,85,4,0,51
67,1,0,0,505,4,0,3,112,14,7,0,6
64,2,0,1,789,1,3,45,97,47,1,0,13
53,1,1,0,884,1,1,21,22,29,3,0,49
46,2,1,1,565,1,0,8,106,46,4,5168,11
67,2,0,1,178,1,1,14,108,97,4,5740,33
69,1,0,1,397,1,0,49,92,20,8,0,4
41,2,1,1,197,2,0,19,103,23,3,0,45
57,2,0,0,560,1,2,36,45,10,7,0,36
77,2,1,0,0,2,0,4,175,37,6,0,4
54,1,0,1,524,2,0,1,72,17,5,0,50
70,2,1,1,51,3,0,36,102,24,1,0,42
66,2,1,1,165,1,0,17,52,54,6,3074,43
64,2,0,0,0,1,1,25,143,5,7,0,13
85,2,0,1,652,3,1,51,39,23,7,1488,28
40,2,1,0,0,1,0,11,199,94,9,0,32
23,1,0,0,807,1,0,4,29,36,3,0,27
21,1,1,1,1485,1,1,0,85,2,5,0,5
71,1,0,1,592,1,1,48,359,34,9,10218,29
47,2,0,1,0,4,3,11,122,28,6,0,47
38,1,1,1,785,3,1,18,58,19,9,2772,30
38,2,0,0,527,1,0,12,122,31,7,0,10
71,1,1,0,954,1,0,24,122,1,6,0,2
77,2,1,1,0,3,0,7,125,14,5,0,18
32,2,0,1,79,2,0,13,59,72,9,0,23
72,1,0,0,0,1,3,11,24,77,3,0,21
70,1,1,1,0,2,0,27,734,27,5,13698,10
74,1,0,0,431,1,2,41,35,12,8,0,47
86,2,0,0,411,1,1,4,40,20,8,0,18
46,1,0,1,906,1,2,26,144,39,5,2379,35
40,2,0,0,684,3,1,5,72,47,5,0,46
52,1,1,0,889,4,0,22,51,1,8,0,21
47,2,1,1,287,1,1,5,21,10,4,0,33
62,2,0,1,2345,2,0,32,163,39,4,2424,37
29,1,0,0,587,1,2,9,24,7,6,0,36
74,2,0,1,608,1,1,14,96,5,7,1717,15
74,1,0,1,362,4,3,20,82,18,4,1900,43
31,1,1,0,554,1,3,2,116,19,3,0,30
68,2,0,1,690,2,0,48,133,10,5,5148,30
36,1,0,0,0,1,0,1,22,4,8,0,22
48,1,1,0,877,1,1,4,21,100,6,0,30
40,1,0,0,0,2,0,6,86,45,8,0,2
38,1,0,0,846,1,3,15,71,2,2,0,41
26,1,1,0,991,1,2,5,28,68,2,0,13
63,2,1,1,0,1,2,9,98,28,5,4032,43
73,1,1,1,271,1,3,41,130,22,1,0,33
68,1,1,0,103,1,1,5,123,4,7,0,1
31,1,0,0,1994,1,2,8,50,7,9,0,6
46,1,0,1,3608,1,0,4,57,86,7,2145,28
63,2,0,1,1000,2,0,24,170,64,9,0,44
73,1,1,0,3659,1,0,45,96,1,9,0,33
75,2,1,0,1415,1,1,46,43,33,1,0,16
79,2,0,0,317,1,2,14,92,64,5,0,17
33,1,0,1,334,1,2,1,82,2,5,0,49
26,2,0,0,120,2,0,2,200,37,4,0,3
30,1,1,0,990,1,0,7,26,32,6,0,8
48,2,1,1,961,2,0,19,192,30,2,3108,41
49,2,1,1,2322,1,3,9,89,45,9,0,14
33,2,1,1,1080,1,0,2,158,67,1,3150,47
26,1,0,1,458,1,2,0,83,76,9,1908,3
61,2,1,0,1485,2,0,28,77,1,9,0,22
37,2,1,1,688,1,0,0,28,32,8,0,1
53,1,0,1,277,3,0,22,57,78,1,3780,14
32,1,0,1,0,1,1,4,196,17,2,5751,13
37,2,1,1,133,1,1,4,151,85,7,4248,4
37,1,1,1,124,1,1,17,24,27,3,0,33
31,1,0,1,444,1,1,6,188,27,7,4300,10
31,2,0,0,307,2,0,9,95,35,8,0,3
38,1,1,0,1850,4,3,9,81,39,7,0,10
55,1,0,1,801,1,2,33,94,10,5,0,32
66,1,0,1,0,1,3,25,193,9,8,6262,3
43,2,1,0,489,3,1,7,95,39,3,0,20
74,2,1,0,1771,1,2,42,151,35,1,0,22
61,2,1,1,128,1,2,33,50,9,7,1888,43
54,1,1,0,322,2,0,2,143,3,2,0,33
42,2,1,1,677,4,2,1,24,56,9,0,41
42,2,0,0,777,1,1,3,64,21,4,0,7
70,2,0,1,816,4,3,6,54,45,6,0,28
74,2,0,0,4052,1,1,22,42,25,1,0,38
55,2,0,1,0,1,1,33,147,21,5,2184,24
42,1,0,1,0,1,0,7,88,13,5,0,2
41,2,1,1,98,2,0,20,154,9,6,3749,12
65,1,0,0,749,1,0,18,197,87,6,0,5
71,2,0,1,179,1,1,18,174,32,8,0,16
35,1,1,0,368,4,2,5,34,28,5,0,8
52,2,1,0,938,1,3,27,175,40,9,0,26
38,1,1,1,272,4,0,7,129,15,5,5040,33
63,2,0,1,821,1,0,18,29,64,2,3348,49
31,1,1,1,470,2,0,2,28,25,7,0,47
47,1,1,1,806,1,1,27,64,20,3,2100,40
66,2,0,1,0,3,1,17,43,29,1,2088,35
72,1,1,1,0,1,0,45,92,45,9,0,29
53,1,1,0,704,1,1,9,59,45,1,0,36
66,1,0,0,551,2,0,18,128,8,8,0,51
53,2,0,0,2289,1,1,29,63,4,9,0,49
22,2,0,1,0,2,0,2,93,13,1,0,15
59,2,0,1,552,1,2,11,91,95,1,0,49
23,1,0,1,653,1,0,3,74,23,2,3492,34
49,1,1,1,2323,1,0,15,114,15,3,0,14
56,2,1,0,890,2,0,4,105,42,9,0,14
60,1,1,1,477,1,0,28,137,30,4,0,14
45,2,1,1,1680,4,0,2,177,12,6,0,20
54,2,0,1,73,1,1,16,66,17,2,0,16
56,2,1,1,950,1,0,0,53,80,7,3591,17
74,1,0,1,155,1,3,4,71,23,6,0,18
42,2,1,0,637,1,2,18,84,13,5,0,18
34,1,0,1,0,3,0,1,85,40,3,4250,40
28,2,0,1,764,1,0,9,29,3,6,768,46
42,2,0,1,668,2,0,10,51,24,9,1200,10
75,1,0,1,0,1,3,10,177,22,6,3383,5
35,1,0,1,2205,1,3,12,34,44,8,0,9
79,2,0,1,483,1,0,28,50,24,4,2442,47
68,2,1,1,904,2,0,3,76,38,4,2622,30
49,1,1,0,100,1,1,7,200,17,7,0,12
59,2,0,1,711,1,2,24,139,14,6,3060,45
75,2,0,1,114,2,0,22,20,14,8,578,20
33,1,0,0,719,3,3,4,80,23,7,0,34
42,2,0,1,0,2,0,21,86,39,5,0,30
74,2,0,0,3388,3,3,51,79,49,3,0,1
39,1,0,0,445,1,1,11,77,21,7,0,15
74,2,0,1,694,2,0,44,47,30,1,0,47
52,2,0,0,228,1,2,25,159,9,9,0,22
62,2,1,0,566,1,0,36,58,0,9,0,46
51,1,0,0,642,2,0,29,41,33,2,0,27
29,1,0,0,755,2,0,6,38,29,6,0,9
72,1,1,0,511,1,1,33,66,41,2,0,36
34,2,0,0,660,1,3,7,46,47,3,0,36
42,2,0,0,75,1,1,21,66,24,2,0,30
33,1,1,1,330,3,1,7,23,43,9,1650,4
26,1,0,1,0,1,0,5,86,8,3,1222,3
49,2,0,0,536,2,0,7,150,51,9,0,15
72,2,1,1,287,1,0,29,54,17,8,0,27
61,2,0,1,798,2,0,4,158,39,2,0,20
33,2,0,1,524,2,0,14,85,13,5,0,8
45,2,0,1,0,1,0,10,43,43,8,3096,16
35,2,0,1,4488,1,2,0,91,21,7,0,3
