business_types,legal_form,authorized_capital(thousands),revenue(millions),net_profit(millions),from
6,3,205236,10848,8188.810393256359,10
13,5,733949,98865,84441.326423258,26
12,5,951821,6967,6807.124877611495,1
10,1,261053,73109,5680.777400882237,41
3,2,373455,64261,7024.324451389556,19
10,4,162138,12837,924.9370678553474,45
3,2,594779,24071,13846.070451261055,48
18,3,929668,60092,60030.4427831049,8
19,6,941868,24029,18583.819576756552,30
5,4,746847,6634,877.3980625191949,32
12,6,661966,42095,16366.425252176421,48
13,5,573804,40062,14413.00146865957,20
7,2,106539,23752,20427.662291823017,19
18,4,290143,98314,87215.98105073522,28
1,6,295442,15872,11024.477831490145,6
11,5,814364,77186,61083.1315313082,5
12,1,378232,71302,50551.72202107097,11
21,3,975915,1953,362.33852888165364,39
2,3,677229,97712,82815.5288962605,18
21,6,256207,85923,683.856017343034,8
12,6,514702,83346,13670.217483767137,16
15,5,984644,51670,46082.447600874104,13
18,4,200563,30121,255.70561096503857,46
10,6,453861,77777,20653.57105366989,23
20,5,372143,65906,21755.393435438848,40
4,2,379845,86242,52395.21968669465,20
1,5,139968,81028,67540.94806462119,1
18,5,896349,55376,39949.38168651392,14
16,4,409681,96496,24585.844791708827,31
5,1,305241,46487,3659.5745296888517,47
20,6,76036,86631,30623.875861769964,19
16,6,710591,1125,1061.3405242505687,15
10,1,686668,33536,10616.284352265453,29
13,1,343902,51289,16058.109332973154,18
11,1,19376,32525,7629.835708617731,33
3,6,498618,78682,25993.442377189884,25
13,2,367693,85590,84683.47728945402,12
5,3,320644,76251,24129.370937412186,34
10,3,943065,46362,28095.183807726615,25
19,2,137934,59203,27713.250656958964,43
3,3,718931,58233,54091.67933902654,38
17,3,156891,93956,13686.51806298278,35
18,2,786835,39608,15986.983199382485,32
13,6,209275,69859,17555.82197723965,46
11,1,612364,20142,8935.4803266935,13
20,4,747219,83852,40353.17053950808,19
6,5,915906,64669,50219.531143252374,37
21,4,280922,24512,1098.0472242034905,18
1,4,222719,53992,42784.95626932505,0
17,3,360370,85616,2836.038938355307,33
12,4,353364,77066,73090.7739033326,31
18,2,427322,80428,66125.64078706742,32
17,4,496123,87461,56691.59056113077,43
2,4,939686,98184,46617.03627490419,3
12,3,136700,64916,39731.0710657708,48
20,5,752871,75738,68123.18520297589,17
6,1,14039,5053,3230.8889818295283,12
17,1,403001,52678,21830.182441226254,44
12,2,523275,9918,1447.3994272788887,39
4,1,843197,28605,18980.319240963632,33
17,1,651120,47958,43650.20820333012,8
15,6,282348,70419,20444.533440726973,21
3,2,419546,16631,14677.598829244616,48
12,5,793319,2701,350.6111114919343,24
21,5,585479,89557,65008.99096918363,5
2,2,845233,7801,1033.4899699872822,3
10,4,970412,811,500.6752266288659,36
12,6,474393,36519,13492.442366114221,10
5,4,155961,86947,14138.820033575708,42
8,5,49783,95463,32448.847300708883,9
5,3,608213,35479,34635.6044113328,43
20,3,610356,38864,25967.213548388292,14
5,5,621843,45065,42159.73959028475,24
3,1,708597,92445,18392.272503861328,23
16,5,772907,70899,44484.088271601795,19
2,3,130955,61228,13764.353901736275,43
17,6,775167,19734,4688.068765448985,6
4,4,55197,91697,2570.173959660382,14
20,6,85809,35251,18156.98620372519,33
14,6,464106,32185,18367.260696278438,40
10,2,452248,62291,59550.32647165995,40
15,4,176726,3541,3109.980115336919,40
11,3,824123,410,58.40144604937726,27
10,4,709994,85695,76730.09785887456,41
13,5,973604,35198,15546.261770180638,18
20,5,321132,23226,20864.676343926538,0
1,4,185439,98525,47335.52134697904,47
4,6,127514,44853,18893.413229289286,39
19,3,150617,66941,18463.921252484037,44
19,2,79682,75073,70283.10607322487,31
2,5,563328,35027,2939.080359872116,27
20,3,261384,23570,691.0419354363759,37
21,6,889700,79710,49380.65696646674,26
6,5,377804,98234,97476.62348916399,41
13,2,982701,8306,134.98848698950977,16
2,3,783457,60862,1950.2034992243543,47
19,1,937708,59493,32801.504304919115,6
20,3,373609,27296,17955.365470389504,23
14,4,77612,43381,12481.83455809092,47
8,2,375442,47033,20742.53862119991,9
15,4,510178,86704,52238.59814424959,15
1,1,985899,69229,41924.94202762462,12
10,3,759,45666,43130.13212260785,7
20,2,648766,63028,44625.17461124114,44
4,1,831265,17752,6210.518942431867,20
3,1,834486,55248,21891.327249104077,37
5,6,801512,36799,27471.215876648734,45
16,3,387598,64404,61956.17755119307,38
1,5,336381,72549,1750.35452770103,0
3,6,649605,95343,75319.56978912099,2
13,2,471489,65417,51624.63040861636,46
17,4,145227,40864,8522.865599310762,11
7,3,767295,91187,76799.96295850258,29
21,4,205006,78275,74172.02803525083,31
13,2,892651,99184,87569.61599817517,3
10,2,740444,14357,9934.823622556209,28
9,4,40145,89968,88677.28649902547,45
8,4,494225,5784,4135.439188624382,33
5,6,197340,97316,27829.674368762142,0
10,1,908838,77722,73890.52286307416,28
13,3,3382,66795,63172.01974819002,38
21,1,246179,34635,20280.76662307259,17
6,3,674765,38860,8266.10980170753,40
19,4,871085,35684,19763.633401451905,5
1,5,665192,23791,22640.185808366045,8
10,4,215551,62010,29991.37311032148,34
8,6,678195,1479,2.1385494326246306,42
16,1,630381,66798,65742.41738255761,6
11,4,251995,89592,12119.476792962765,8
17,2,97696,64691,22720.970643964916,17
17,2,487334,52978,44239.96461783865,9
12,1,129272,1118,434.1556897340999,40
16,2,579337,81520,18343.928358748137,9
21,2,975154,49556,1711.2373361915804,29
5,2,400913,32801,6464.673640237294,21
9,4,117950,43468,16439.984435417402,26
20,3,624826,85106,30753.916876082145,44
20,2,786227,87870,12054.380483647843,37
10,1,692463,46821,31378.223398943894,30
5,1,219141,20251,16852.00923286441,2
18,3,579741,87526,25779.92914496248,10
7,5,817456,20264,8521.803750181183,0
6,4,191084,6421,4817.506188486478,6
15,5,295262,81984,28949.809962078463,45
18,6,532438,25183,17744.69095496432,44
19,3,507687,13547,6873.394270038825,20
8,6,348577,84393,62485.41780809848,27
3,1,934855,5386,4042.0818923206066,3
20,4,870190,49023,48686.09356174865,35
2,1,814558,93647,88439.43243236649,20
17,2,763836,66298,57009.81916882216,36
16,5,510243,19373,15078.076898734162,40
5,2,699035,74564,21900.62479389461,28
21,5,370751,20467,14526.264208451074,43
5,4,845980,86295,14085.4188678426,24
11,5,185607,85089,59236.6280695716,11
10,4,137527,25908,25134.608874699636,20
10,1,417229,23161,3265.5127918733397,42
4,2,635459,16589,16089.852961065857,35
16,3,32870,53232,46215.45105181125,20
1,5,80725,61742,46515.831104466495,33
17,1,899740,62502,51573.90483646932,20
19,2,542346,52547,25390.591642234773,3
1,4,434401,49480,18754.53655489662,2
6,3,435070,41279,15513.125159221125,38
19,4,74691,68278,1378.324945824198,5
9,1,860787,27991,24043.480720776264,32
19,4,542792,5568,2405.040314209906,47
16,5,391018,61004,1084.3912712770846,10
6,6,963671,91038,85961.52526280783,12
5,3,972600,21123,7868.806236385897,21
6,4,314892,53159,29052.52248213531,44
20,2,484551,37616,32968.492724438554,4
9,3,462034,133,117.0484164503664,34
20,6,808703,41910,31413.53420825633,25
2,2,619049,91236,7286.332697501602,48
18,5,300125,3699,914.7219096760084,44
5,4,248359,7255,738.7520178122389,30
1,2,490140,79454,55238.64581201524,8
17,2,482605,55178,738.8327442588113,16
11,4,666787,40379,24959.425151201016,17
5,1,746543,45976,9660.890031571833,43
19,4,464491,18162,7423.624605354896,26
5,3,814375,90261,16765.048447037436,43
8,4,728742,47041,41274.41393846214,43
16,6,186154,73434,23016.265091558405,2
21,1,326921,82667,9829.981405250162,2
2,2,652032,53317,27816.674856539645,37
21,4,626119,79577,42660.334778394776,43
13,1,951270,92143,42385.6393723084,40
20,6,169568,26002,21796.21263213066,39
19,5,882159,36877,35509.48175332785,18
6,2,960727,45620,42727.19120752731,8
9,5,784317,44001,20091.379233992368,10
20,4,301638,44826,7967.8176867313505,20
6,1,878221,75439,73065.75175744628,14
11,1,958386,65555,55865.497978746,31
19,3,235661,69818,22669.58483377991,16
19,1,96770,65458,61829.6365668538,44
18,4,562590,63168,36218.832287232326,8
1,6,293826,19627,4615.699729382122,17
9,6,801081,77967,66006.08743034599,24
8,3,396544,69684,55509.980952335354,40
3,6,780346,30006,5424.663698763746,19
4,1,121660,9793,9677.099512978037,10
1,5,245626,70533,1710.371259293982,41
9,5,349216,96608,31207.575391428738,10
13,1,766164,70818,1149.335332384405,22
13,3,347480,72463,27533.85109851778,31
1,3,82234,88955,73082.14869445517,5
3,6,950251,59104,26451.388927153628,20
10,3,294662,89513,71308.52399285961,20
13,6,455570,96870,34457.72146231485,47
16,5,733705,76616,74300.93015435465,39
20,6,295661,40714,26528.55333188371,23
17,1,48051,55959,55212.46530828931,30
9,3,689302,61768,31419.32348725205,26
9,5,253902,66930,57968.5076058673,30
7,1,306343,56892,29873.373299683735,31
18,5,571968,5920,842.4237334881873,12
14,2,846427,31698,16170.892377964696,13
16,2,936483,55806,30769.804500409755,17
15,3,22014,82360,15343.280209218176,3
12,2,930245,4201,3930.576021823247,7
17,1,496439,42753,6684.449197904906,40
10,4,543424,90013,57970.37603110084,47
21,1,494335,36438,3276.8144982866907,12
15,5,827786,89486,76937.02248968289,34
13,4,359072,78518,1313.6089257373922,6
17,6,641542,75263,21533.533860792708,11
8,6,830192,50765,13950.855436339427,33
1,2,725888,9891,434.14105800186945,32
1,2,64356,85891,29523.24107348185,23
9,6,121561,4270,703.3002722387023,11
7,6,374668,23020,3874.253476176665,42
17,6,682674,15851,1886.0949439640845,36
5,6,726078,84620,16072.115355884054,20
7,4,742850,53954,31970.406922603237,28
3,5,165604,849,369.59439066747757,18
9,5,132002,37984,3791.625325760249,14
13,5,533026,69216,26333.555943198946,1
13,6,915787,48551,297.65732625699354,38
20,5,384282,57282,55610.89398467071,17
12,3,147652,55264,49122.946992474426,47
18,3,117121,45883,31674.842515420118,14
2,5,700432,1350,317.9117598539016,17
15,5,941649,41581,21450.146999495693,39
5,3,658931,7147,4065.5101774948935,28
16,2,725498,2516,2469.6516325245975,27
12,3,932684,40088,30004.30028134875,17
15,4,121339,32156,13055.05500715201,34
12,1,906834,33060,14169.459935984061,20
6,1,607257,65794,25978.3553420339,47
9,5,352675,51306,20727.22099129876,5
7,1,117079,66202,10622.305514327807,21
7,2,819473,48524,6384.854587424037,15
12,1,796265,26408,25536.059400335274,40
5,6,239876,76613,42431.21772292957,4
10,1,588407,7218,498.6339675059548,0
14,4,553593,14745,3682.427943824052,9
5,3,160794,57428,52234.21873020303,48
1,3,47741,87770,1564.2504637980464,4
9,1,362030,73763,66172.7764020109,36
1,5,337379,75377,25380.389613142223,45
14,2,21204,2125,817.307144266757,26
21,2,558412,90961,10465.1684910439,44
6,1,5536,93240,89573.83104164619,44
12,6,47424,80201,78684.63302985611,36
12,1,276595,26194,5746.117089639638,23
19,2,736468,85075,13583.149389498032,32
2,4,451754,3029,2951.6557699711498,8
5,3,113924,61709,49717.034304048175,27
17,6,855951,25440,14512.96611107407,41
2,4,826901,85465,82906.42826946756,35
4,3,482579,60074,59791.84059964056,18
6,3,735263,60175,19628.594304459308,5
12,1,313457,2750,1612.8702173502343,13
15,1,550790,99107,19742.113799751278,20
3,1,615816,12422,8966.991583490402,38
17,3,891611,79817,49151.22698623462,32
7,2,141599,21065,14307.479150624838,12
11,5,101546,62338,38192.47539076505,20
17,6,969605,74196,26996.71445120787,45
8,3,397313,65768,50911.11336877133,4
8,5,211308,53572,29317.392300319614,25
2,3,786294,64020,14569.367757934504,16
17,4,474352,44099,39446.504142301754,48
1,1,696721,47624,1756.6241548479393,34
18,4,461417,48145,24493.962101106634,17
14,1,730082,68451,979.9969720321002,1
9,3,718833,89263,16276.52811766915,11
16,2,750495,34052,5311.448307945698,46
11,1,345413,72594,31102.829153482136,7
18,5,554086,67392,14534.623071302642,35
15,6,849519,88511,42451.51033677941,5
10,5,189864,9445,1495.6218510752328,31
15,4,807872,83389,47387.26373564427,13
1,1,306626,30750,12237.238476947345,0
10,1,455873,13179,12994.445222570961,20
6,2,761344,58781,50337.32367232907,24
4,2,567797,94922,63350.305393280934,25
10,1,192530,76399,23594.174155722172,45
15,5,688321,12296,8096.108905959913,37
12,1,139831,24514,17740.92887247174,37
7,6,477176,6751,5084.442692633764,44
12,3,950220,40443,5153.351751556491,32
9,5,478208,23814,3613.3381588706357,5
14,5,71921,16373,15063.489940443145,24
3,3,705075,13257,13059.614572277123,20
10,4,64202,60804,23945.295877364704,6
13,5,261733,75246,5397.970280646238,19
14,3,42722,40350,25066.74354132638,15
21,4,732780,90471,22185.739482453828,16
16,6,930228,96685,31804.946742720345,23
10,6,379637,87731,61392.604780786154,29
4,5,494638,45277,32792.801095176204,19
2,4,772351,42867,29804.525386755096,0
11,4,454328,96265,16815.51856146442,14
13,4,287080,54521,3770.8089817553296,39
7,1,457096,39153,14192.432732786114,44
10,5,520271,17129,2421.715847264912,1
15,4,800284,89004,58494.727093547524,16
13,1,569917,42254,20040.723884623552,16
2,4,920184,97790,27360.19510609747,37
17,1,938237,99058,46546.45656443639,0
20,1,7663,92199,51696.40989078295,37
19,2,167801,56900,14497.455666124242,15
12,5,289476,24237,4419.771980841795,26
14,3,570113,46748,39060.639891284045,25
11,5,849380,24449,23465.81406370202,19
20,3,246090,93176,7790.890266731258,44
7,5,397331,37648,9029.730440266465,7
20,3,728811,23022,9444.1221423814,21
4,5,983005,45132,9685.291887347137,45
12,6,644241,75637,57292.06572915968,18
11,4,987343,97203,26209.611215315068,45
16,2,709212,89978,77870.82485348804,47
17,4,167647,70380,4947.038394448756,13
6,1,769827,53387,14605.052041139214,5
3,1,977149,94949,27013.910150870826,8
19,2,255467,80527,36431.98926809696,25
4,1,556425,70628,5106.338957143852,2
19,4,345690,62616,23533.779227698087,34
13,6,273313,25039,1122.869475354522,11
8,5,67144,96194,84797.7754142874,1
19,2,319763,50026,11836.070760038414,27
7,2,394907,96746,47758.028152432125,44
11,6,368227,30534,22843.848915184404,13
11,4,678151,86855,83233.9047105529,8
7,6,321353,59932,14502.317641758238,23
21,5,108808,98426,55322.298317190536,9
1,1,70881,70328,1032.6058808452353,36
8,3,626574,70644,23412.455114263365,42
5,6,517930,96752,55313.091670820264,12
13,1,492893,72005,67965.90263790134,5
7,5,728101,79264,11365.854990226379,7
9,1,979258,53689,39865.64364733102,47
9,1,865262,71859,19416.327094423043,28
7,5,152662,53682,35979.41271961387,43
4,4,160754,18979,14998.403978763572,30
19,1,648743,75852,58851.64727984126,12
7,6,817334,79891,1817.2628656917373,22
5,6,220782,45957,8752.58806563764,7
14,4,152652,29527,20897.175898586618,45
3,2,345168,87989,38319.5470345492,42
20,3,762507,78215,3266.9923848265207,25
16,1,151886,37516,30247.49548227972,8
8,2,787281,34374,30499.08976281585,8
17,6,743783,88611,67778.02464993426,31
12,5,194272,33010,26466.120078847885,14
21,1,852979,24230,1120.1310443232146,13
5,1,655084,25778,21481.79586974859,18
12,6,383639,97125,82631.36464603645,45
14,6,90247,93366,75516.8150008267,15
1,5,681297,29533,25554.13809102252,41
13,6,737566,79935,27798.771478847255,13
10,4,799908,14850,1764.7153621596672,31
8,6,256834,97079,53969.40273836351,0
11,4,638150,58579,41880.37424793858,5
5,1,409350,31992,20102.848329355325,24
5,2,105687,8641,5548.672006726256,21
7,6,555698,54482,915.5246903841175,6
18,4,87384,33190,3783.290484595327,21
10,4,181951,69846,50664.04063938568,28
12,5,390909,26895,20029.471170895806,16
9,1,6754,21294,17287.35183792508,39
17,2,593614,31343,22432.857899484177,20
9,5,625529,71665,14714.897492236689,16
6,3,13726,81826,1475.585932028279,32
11,1,908648,47153,10017.910629326216,27
6,1,473227,50757,19458.980931984574,27
17,3,949402,18527,16031.318973357671,21
7,1,112935,32068,10702.23477401702,36
11,1,121988,35426,3071.509054535145,24
3,2,446506,7719,7354.590536777043,29
4,5,697334,346,92.44860228952656,5
6,5,726671,53397,17054.261465340933,14
10,2,373726,82544,79145.06591350501,46
9,5,881207,69803,32524.902320731224,40
5,4,360760,89201,24416.64023080108,20
7,2,622370,84037,46145.39577242631,8
18,3,283909,1144,511.9072552880157,48
6,4,539708,9906,1416.37785172861,34
16,3,674245,98059,36737.05070230567,47
15,1,185267,18034,9271.081278692734,11
9,4,507875,39039,21014.49566105541,21
8,5,505810,34520,3628.505345969533,15
10,2,142178,85197,9639.814322610739,16
4,3,151827,82986,69003.58084658343,7
11,5,98207,81236,29109.221374832985,23
13,4,231918,62106,13949.239404764752,37
13,2,427687,99185,9148.538535484291,18
21,6,123170,17644,8205.579843638669,23
4,5,187463,31612,3465.0253011005425,27
12,2,89207,68848,35736.47259276212,21
12,6,400980,4449,485.1669396617691,2
10,1,393173,75163,73188.9256771714,22
2,5,923520,90719,85365.20732037548,19
3,6,730958,43285,19329.08343240127,46
13,3,292581,52080,7741.975167171438,45
16,6,588976,13664,3751.1372841322477,15
18,3,103114,1342,1213.1898666387435,13
6,2,301251,478,157.76881512892456,33
1,1,52831,11650,6124.758995953596,13
9,4,533436,16232,14870.115981334417,28
6,2,910913,75011,48326.451053742174,21
12,5,827233,74017,33782.496382258825,24
10,4,726887,59735,43975.27785866748,26
2,2,537898,47501,30241.303981064073,32
2,5,539332,47482,23159.180622586646,24
14,2,630917,15113,10917.802624403494,8
14,1,778831,613,273.41521784020694,17
15,1,293418,41308,29265.922821539258,25
13,4,30844,15254,3279.4361710844955,20
18,2,3853,35612,30506.886169788424,1
11,3,243258,18872,17069.872387957665,35
8,3,447627,53005,44911.51234944646,23
17,3,96895,30426,4251.194208364602,8
14,5,936558,72337,62542.69588531746,4
20,6,204207,13316,12582.332566935864,34
2,3,605058,5231,4428.415777322587,1
5,4,235182,97451,57351.565474017094,12
11,2,116648,14306,7715.329961389309,28
2,6,701999,1130,755.7439659863203,18
16,5,825146,69974,24581.083911835893,9
6,3,616597,81231,2301.715448975746,41
16,2,607694,65491,10643.431737669265,42
8,1,733587,74091,45232.91260318155,45
6,2,382170,2300,483.56298178652946,32
5,3,604361,47868,44282.05177968603,39
1,4,516240,18242,11821.765805818748,17
3,6,596789,22272,14320.189171611164,32
14,5,459558,30743,10939.249164894152,16
13,6,592919,55705,42421.97353761599,42
5,3,755271,88268,39423.74883864348,8
13,6,748812,63469,53764.70205402834,17
5,2,157856,20887,13748.841878688361,22
5,3,381706,59630,29462.091537640536,19
10,1,629031,50068,39811.12320476039,15
18,4,145840,37391,17989.169722596413,13
19,5,469208,4883,3582.5085122041482,6
14,1,128030,86697,46632.38484244699,5
2,5,390543,94990,44575.08990910355,28
2,3,473528,15534,11785.666338011439,15
11,3,581726,28432,5610.450181410633,46
11,4,24932,45222,1756.1457959179254,44
15,3,578285,49577,13420.823563606215,38
21,2,397800,14711,6531.973028360584,31
13,4,283391,53606,6918.55581073402,18
19,3,583126,25833,9675.411816366044,20
12,5,278052,1669,1176.2310925694023,23
21,1,919949,76341,58494.03542316106,46
12,1,598972,85422,6496.735239255204,46
17,6,313878,93726,63617.73591975192,12
10,6,17094,79514,20386.328878515196,28
5,1,964147,53333,31307.505399429087,3
3,4,129902,21261,3037.674310707701,7
11,4,308283,76004,42429.54564355364,41
4,4,271714,39863,773.160587198991,32
18,4,18422,74594,45665.1406243693,11
19,1,123905,4747,4083.2942290444803,4
16,2,73694,91276,55620.023972766605,31
12,5,895582,62261,39695.47838281926,22
11,3,645158,3480,1517.5536123760846,27
13,4,32291,20705,15107.306915696361,48
10,2,639360,76773,26584.892886574606,31
10,3,125544,22059,8275.813923027572,29
15,5,162249,94116,48446.926765753386,40
3,3,169417,80468,25687.191421376192,32
20,6,716529,65574,16231.018199464661,48
18,3,59509,69372,16794.09832182069,45
18,6,197110,50077,28425.937735471787,7
21,5,887275,45208,28236.450175887585,39
18,3,195272,43189,13297.100341303616,37
16,2,367579,69083,62928.40438276801,43
7,1,284848,56378,30798.755007448723,41
11,4,878552,88437,58784.10668675097,28
20,5,743315,39020,961.5889510554285,19
4,6,228558,24897,23374.18961259723,37
7,2,680923,74126,56823.43366995152,24
5,2,225987,86817,6715.418688144653,38
7,2,983154,70861,26015.07539176298,7
4,4,25120,80109,557.5548417848676,20
3,6,592549,43910,3175.0336254298213,43
18,5,463453,33238,18998.674397592924,3
14,1,289390,97594,78283.12938659839,13
6,3,325612,72189,10181.430199258115,28
2,4,820664,43728,8212.43996559842,3
12,4,204446,12727,1187.7134385675947,40
17,5,906844,77253,63604.693674526534,10
14,3,63526,99242,77621.62379851878,34
20,3,949426,48633,10430.780583476251,37
5,1,755622,40866,34017.851259859985,5
13,2,826925,25424,7190.70106980228,37
1,1,14936,42013,29879.97998754648,12
9,4,58424,23984,3011.670725347505,41
15,6,398973,48624,25268.514632478444,45
19,3,168190,49120,36149.915315469465,1
6,5,128941,91552,10899.914568175047,14
5,3,376472,5417,2049.666774514796,32
11,1,132077,79373,54150.24033280904,16
4,6,764972,28968,22216.914131359586,7
14,4,670187,25607,212.07801163017695,33
14,2,939630,178,65.75568679593653,14
4,4,675001,31663,22586.10466909657,7
17,6,154329,97786,36467.56398827856,29
19,6,678175,88016,2402.338512101464,36
14,2,691215,21603,6927.942259867432,40
13,2,100123,1203,548.5563701700735,20
13,2,343345,53176,17769.984153643138,44
20,4,685015,57315,27685.518448874238,9
10,6,450429,9874,8557.67392582634,5
11,3,509765,94199,35973.6987587886,36
4,3,71361,39657,6166.064119013534,37
12,5,272645,66331,19844.579263257263,19
2,1,212534,29140,4036.569114997527,19
3,6,460902,39027,13490.689612120881,20
10,6,120917,46372,40083.57840407845,4
7,4,184900,77917,46225.00354166741,44
6,6,870414,91385,43820.2708253033,15
14,3,611589,54869,1029.7115812594475,1
18,3,391100,88357,69266.83064762842,17
2,1,870230,95215,62021.466734540256,43
2,2,879618,22257,7672.979652390692,14
16,6,439431,24539,807.620089588747,10
19,5,114815,29557,20344.237794411798,21
12,4,811582,79764,51532.705003448675,36
19,3,449559,42236,41774.0941476845,18
8,5,743335,7771,243.2610826958877,8
6,3,240984,93859,27924.77241947983,47
1,4,845548,77765,71505.07868903552,36
11,1,938558,90341,73104.07389125266,45
8,6,4072,33628,33576.569256732466,34
5,6,192786,51884,44305.733554404105,35
5,6,329060,89402,8995.149150802064,27
10,3,138470,2692,1454.8544544712934,18
8,6,83945,56745,39831.91569708323,43
15,6,187316,63356,30773.078624074824,25
7,2,623167,59301,31251.751392146773,23
16,2,591259,28031,178.1245537312252,22
8,1,101809,40772,1852.4385730201316,45
6,3,344499,24768,21330.973438335863,4
1,3,555799,60936,370.0220707283243,0
6,2,66867,96493,58103.114775664624,33
17,4,841756,6523,4191.101227075063,3
9,6,368358,69236,18259.52379861857,33
15,3,224050,32085,5339.972723697556,15
3,1,278170,4195,4055.2790997735374,14
2,6,323272,69924,42999.445756468886,23
14,3,409834,52361,27650.021785700632,0
19,2,803551,79648,12184.706514658854,19
13,4,41745,47256,29095.437031840487,21
15,1,682303,87895,12448.627503181493,35
5,1,932667,29155,1898.803515235217,47
6,5,329104,63593,56512.817937800064,11
16,1,743127,75671,53229.464981484176,5
13,4,10988,30669,24187.945649763667,24
6,4,982106,89426,50417.349674652636,25
2,2,163703,87597,48827.611591917936,40
12,5,198361,36651,33059.444239315904,12
4,1,860979,95616,74663.87089549811,34
16,5,906036,30955,22668.65411367746,41
5,6,335070,30063,15633.823170905029,36
2,5,17714,97056,62859.54695254929,30
14,1,239025,91157,70360.25794678222,13
1,5,68039,62783,52756.74050813237,25
14,6,700370,81064,58285.675574311215,46
1,6,586017,313,32.77303630673895,39
9,2,959470,2169,1215.3023835504537,37
16,5,451223,3792,2248.9034951838144,32
16,1,417215,84540,9831.013560007825,3
9,1,447063,32295,25375.28736484846,0
1,3,921066,28584,15019.171081850593,36
14,3,520261,42143,27383.270516910812,27
20,1,214857,26819,22627.54367880203,24
17,6,923308,16225,12376.762459870495,18
6,2,487600,79833,32717.789276988373,37
7,1,976525,84998,82491.87278039822,21
14,1,408958,84009,54338.187880679434,12
11,2,899140,79249,20092.12014827083,23
21,6,853107,68636,61779.94442846091,3
13,5,219035,85924,48172.45884441104,25
19,6,458022,37430,15222.910885789974,1
13,5,221183,19988,7631.393829130818,30
5,5,960358,26111,14921.560678216209,16
16,1,280834,61592,44334.29632231409,8
18,4,230998,60086,12100.145833230845,21
14,6,604068,29034,24477.603260894586,33
5,4,129665,10741,1356.4610202649744,12
13,2,256866,6530,4560.86708438413,11
6,5,17283,18903,10735.907969198614,9
20,5,680547,46746,4589.559773433006,27
16,4,5711,34557,5027.274327936152,45
11,3,75379,27098,2265.6879114862923,4
6,5,146964,88300,56897.81618035539,43
10,4,412615,5103,2185.9121485691007,35
4,3,696976,49140,34423.88761855747,2
18,2,608253,43745,16242.334142746258,17
14,1,933930,70853,881.07767652704,20
3,5,715936,22521,17364.57212087425,16
4,2,649306,4214,2146.527635420703,45
17,3,69588,96071,81548.9769170281,11
21,2,479715,65943,24860.805324172885,9
17,2,212154,72388,50791.89466750996,1
10,3,82151,60832,13461.5698829355,14
6,6,16733,63751,12317.463942312734,25
11,2,67819,30595,22962.564225564725,17
21,1,514751,93024,54041.02675621449,43
11,2,38942,29315,20793.436538134436,9
20,4,631763,78660,58024.87361212734,27
5,5,569460,15321,3496.045152259146,45
15,2,511425,43640,33336.16285534193,47
14,3,901025,21906,5164.88214995303,6
6,3,129265,86449,65135.58665590315,34
21,6,891489,17726,1319.5943121891848,18
17,2,985683,52998,31094.377566495652,22
1,2,5787,33748,11801.43107254955,2
5,3,117319,96584,35259.50057624993,13
18,5,602997,57216,52473.12637706422,24
7,6,250251,2451,103.66337391801783,1
10,5,402060,1721,1141.0370358308535,1
8,2,390819,40986,6684.815849646819,33
18,6,337189,86530,79605.02542391382,47
10,1,878461,21585,4673.961227735045,20
18,5,139572,84427,47350.46541049698,1
16,3,821179,28301,16037.25609829454,44
15,6,337004,24975,3659.6604335601096,35
1,5,612006,77614,16163.092625369934,45
17,3,363404,8344,6791.82422772237,8
20,2,281543,68293,64876.544424366206,35
16,4,224852,45275,31617.225918273507,40
4,3,138058,8829,1321.4924742957269,25
13,3,844,577,218.20807205975447,31
11,1,776424,30036,9758.889818062402,9
21,4,360806,9941,8813.939258571665,17
13,3,120676,76057,10677.177860732865,10
16,6,782537,15094,3725.53582685187,32
2,3,241920,80294,72134.84756227759,12
9,3,9721,27564,2484.358063584517,12
1,5,867175,97300,14449.13218900869,31
1,1,90916,88863,39104.12669370834,18
20,2,260834,54124,46107.993620425375,15
18,4,892485,26927,14377.924234535845,9
2,5,736097,72142,32635.269425557843,1
7,6,147355,4342,999.1269791289737,42
10,5,890954,75020,30410.55740235403,42
8,3,118455,56905,5522.785551656721,1
11,5,954782,75680,19497.460047387976,14
15,6,209126,9987,124.88146931794063,4
16,4,27740,98730,89199.73842257145,45
16,4,238262,36856,7716.073483020304,7
1,1,437191,28758,17184.429083318482,13
3,2,544409,62779,1286.9325505248003,41
13,5,583999,47140,23498.099118597536,29
5,5,213574,2965,859.7907598407629,4
19,6,237862,61160,16338.398886435414,11
21,1,543073,36847,26949.997997966377,37
13,3,725542,86723,40393.57864725928,34
18,5,861165,81223,69709.03106065778,18
15,4,685145,70192,32541.429340270228,4
11,2,326053,59503,16866.984607316946,30
12,4,108642,95619,13747.376837272748,1
2,4,601149,77876,63573.169190295805,4
12,2,922405,49067,6357.163517213152,33
11,6,333423,44270,42618.1750846375,43
10,5,64511,20412,1999.2764644210695,15
2,5,679583,28006,20433.648016640727,30
20,3,36285,9913,2686.189439958693,11
17,4,204061,91838,3351.83515802865,27
5,6,557479,49820,1801.8616204630966,30
9,6,64744,43960,13242.770065034289,26
6,4,289158,17819,319.5800513105017,18
12,1,374932,62339,48492.846495568774,32
12,4,471616,73584,20693.392091208556,45
8,5,390331,64425,11750.59028917069,35
21,4,926096,33206,6016.005861244842,4
